Day,S,T,K,Value,tau,rate
44581,3.17,0.16986,3.8,0.0051,0.0208,0.83421
44581,3.17,0.41918,3.8,0.0237,0.0208,0.83421
44581,3.17,0.09315,2.9,0.3315,0.0208,1.0931
44581,3.17,0.09315,2.95,0.2834,0.0208,1.07458
44581,3.17,0.09315,3,0.2388,0.0208,1.05667
44581,3.17,0.09315,3.1,0.1486,0.0208,1.02258
44581,3.17,0.09315,3.2,0.0778,0.0208,0.99063
44581,3.17,0.09315,3.3,0.0361,0.0208,0.96061
44581,3.17,0.09315,3.4,0.0157,0.0208,0.93235
44581,3.17,0.09315,3.5,0.0062,0.0208,0.90571
44581,3.17,0.09315,3.6,0.0033,0.0208,0.88056
44581,3.17,0.09315,3.7,0.0023,0.0208,0.85676
44581,3.17,0.01644,2.85,0.3669,0.0208,1.11228
44581,3.17,0.09315,2.85,0.3819,0.0208,1.11228
44581,3.17,0.16986,2.85,0.3926,0.0208,1.11228
44581,3.17,0.41918,2.85,0.4329,0.0208,1.11228
44580,3.17,0.1726,2.863,0.3353,0.0209,1.10723
44580,3.17,0.1726,2.912,0.2908,0.0209,1.0886
44580,3.17,0.1726,2.962,0.2494,0.0209,1.07022
44580,3.17,0.1726,3.061,0.1711,0.0209,1.03561
44580,3.17,0.1726,3.159,0.1102,0.0209,1.00348
44580,3.17,0.1726,3.258,0.0644,0.0209,0.97299
44580,3.17,0.1726,3.357,0.0363,0.0209,0.9443
44580,3.17,0.1726,3.455,0.0204,0.0209,0.91751
44580,3.17,0.1726,3.554,0.0115,0.0209,0.89195
44580,3.17,0.1726,3.653,0.0066,0.0209,0.86778
44580,3.17,0.1726,2.814,0.3804,0.0209,1.12651
44580,3.17,0.1726,3.752,0.004,0.0209,0.84488
44580,3.17,0.42192,2.912,0.3435,0.0209,1.0886
44580,3.17,0.42192,2.962,0.3067,0.0209,1.07022
44580,3.17,0.42192,3.061,0.2389,0.0209,1.03561
44580,3.17,0.42192,3.159,0.1823,0.0209,1.00348
44580,3.17,0.42192,3.258,0.1349,0.0209,0.97299
44580,3.17,0.42192,3.357,0.0973,0.0209,0.9443
44580,3.17,0.42192,3.455,0.0698,0.0209,0.91751
44580,3.17,0.42192,3.554,0.048,0.0209,0.89195
44580,3.17,0.42192,3.653,0.0341,0.0209,0.86778
44580,3.17,0.42192,2.863,0.3833,0.0209,1.10723
44580,3.17,0.01918,2.912,0.2597,0.0209,1.0886
44580,3.17,0.01918,2.962,0.2109,0.0209,1.07022
44580,3.17,0.01918,3.061,0.115,0.0209,1.03561
44580,3.17,0.01918,3.159,0.034,0.0209,1.00348
44580,3.17,0.01918,3.258,0.0052,0.0209,0.97299
44580,3.17,0.01918,3.357,0.0011,0.0209,0.9443
44580,3.17,0.01918,3.455,0.0007,0.0209,0.91751
44580,3.17,0.01918,3.554,0.0002,0.0209,0.89195
44580,3.17,0.01918,3.653,0.0002,0.0209,0.86778
44580,3.17,0.01918,2.9,0.272,0.0209,1.0931
44580,3.17,0.01918,2.95,0.2227,0.0209,1.07458
44580,3.17,0.01918,3,0.1723,0.0209,1.05667
44580,3.17,0.01918,3.1,0.0779,0.0209,1.02258
44580,3.17,0.01918,3.2,0.0166,0.0209,0.99063
44580,3.17,0.01918,3.3,0.0025,0.0209,0.96061
44580,3.17,0.01918,3.4,0.0009,0.0209,0.93235
44580,3.17,0.01918,3.5,0.0005,0.0209,0.90571
44580,3.17,0.01918,3.6,0.0002,0.0209,0.88056
44580,3.17,0.1726,2.9,0.3015,0.0209,1.0931
44580,3.17,0.1726,2.95,0.2575,0.0209,1.07458
44580,3.17,0.1726,3,0.2175,0.0209,1.05667
44580,3.17,0.1726,3.1,0.1446,0.0209,1.02258
44580,3.17,0.1726,3.2,0.0886,0.0209,0.99063
44580,3.17,0.1726,3.3,0.0512,0.0209,0.96061
44580,3.17,0.1726,3.4,0.0278,0.0209,0.93235
44580,3.17,0.1726,3.5,0.0154,0.0209,0.90571
44580,3.17,0.1726,3.6,0.0093,0.0209,0.88056
44580,3.17,0.42192,2.9,0.3493,0.0209,1.0931
44580,3.17,0.42192,2.95,0.3165,0.0209,1.07458
44580,3.17,0.42192,3,0.2822,0.0209,1.05667
44580,3.17,0.42192,3.1,0.2157,0.0209,1.02258
44580,3.17,0.42192,3.2,0.1616,0.0209,0.99063
44580,3.17,0.42192,3.3,0.1189,0.0209,0.96061
44580,3.17,0.42192,3.4,0.084,0.0209,0.93235
44580,3.17,0.42192,3.5,0.0592,0.0209,0.90571
44580,3.17,0.42192,3.6,0.0402,0.0209,0.88056
44580,3.17,0.01918,3.7,0.0002,0.0209,0.85676
44580,3.17,0.1726,3.7,0.0053,0.0209,0.85676
44580,3.17,0.42192,3.7,0.0279,0.0209,0.85676
44580,3.17,0.01918,3.8,0.0002,0.0209,0.83421
44580,3.17,0.1726,3.8,0.0034,0.0209,0.83421
44580,3.17,0.42192,3.8,0.0196,0.0209,0.83421
44580,3.17,0.09589,2.9,0.2871,0.0209,1.0931
44580,3.17,0.09589,2.95,0.2403,0.0209,1.07458
44580,3.17,0.09589,3,0.1958,0.0209,1.05667
44580,3.17,0.09589,3.1,0.113,0.0209,1.02258
44580,3.17,0.09589,3.2,0.0551,0.0209,0.99063
44580,3.17,0.09589,3.3,0.0227,0.0209,0.96061
44580,3.17,0.09589,3.4,0.0098,0.0209,0.93235
44580,3.17,0.09589,3.5,0.0043,0.0209,0.90571
44580,3.17,0.09589,3.6,0.0022,0.0209,0.88056
44580,3.17,0.09589,3.7,0.0015,0.0209,0.85676
44580,3.17,0.01918,2.85,0.3212,0.0209,1.11228
44580,3.17,0.09589,2.85,0.3382,0.0209,1.11228
44580,3.17,0.1726,2.85,0.3464,0.0209,1.11228
44580,3.17,0.42192,2.85,0.3935,0.0209,1.11228
44579,3.13,0.17534,2.863,0.3339,0.0215,1.09326
44579,3.13,0.17534,2.912,0.2904,0.0215,1.07486
44579,3.13,0.17534,2.962,0.2483,0.0215,1.05672
44579,3.13,0.17534,3.061,0.1684,0.0215,1.02254
44579,3.13,0.17534,3.159,0.1083,0.0215,0.99082
44579,3.13,0.17534,3.258,0.0642,0.0215,0.96071
44579,3.13,0.17534,3.357,0.0358,0.0215,0.93238
44579,3.13,0.17534,3.455,0.0204,0.0215,0.90593
44579,3.13,0.17534,3.554,0.0116,0.0215,0.8807
44579,3.13,0.17534,3.653,0.0067,0.0215,0.85683
44579,3.13,0.17534,2.814,0.3787,0.0215,1.1123
44579,3.13,0.17534,3.752,0.0039,0.0215,0.83422
44579,3.13,0.42466,2.912,0.3434,0.0215,1.07486
44579,3.13,0.42466,2.962,0.3065,0.0215,1.05672
44579,3.13,0.42466,3.061,0.2376,0.0215,1.02254
44579,3.13,0.42466,3.159,0.1817,0.0215,0.99082
44579,3.13,0.42466,3.258,0.1344,0.0215,0.96071
44579,3.13,0.42466,3.357,0.0973,0.0215,0.93238
44579,3.13,0.42466,3.455,0.0693,0.0215,0.90593
44579,3.13,0.42466,3.554,0.0462,0.0215,0.8807
44579,3.13,0.42466,3.653,0.0335,0.0215,0.85683
44579,3.13,0.42466,2.863,0.3824,0.0215,1.09326
44579,3.13,0.02192,2.912,0.257,0.0215,1.07486
44579,3.13,0.02192,2.962,0.2096,0.0215,1.05672
44579,3.13,0.02192,3.061,0.112,0.0215,1.02254
44579,3.13,0.02192,3.159,0.0349,0.0215,0.99082
44579,3.13,0.02192,3.258,0.0054,0.0215,0.96071
44579,3.13,0.02192,3.357,0.0014,0.0215,0.93238
44579,3.13,0.02192,3.455,0.0009,0.0215,0.90593
44579,3.13,0.02192,3.554,0.0003,0.0215,0.8807
44579,3.13,0.02192,3.653,0.0003,0.0215,0.85683
44579,3.13,0.02192,2.9,0.27,0.0215,1.07931
44579,3.13,0.02192,2.95,0.222,0.0215,1.06102
44579,3.13,0.02192,3,0.171,0.0215,1.04333
44579,3.13,0.02192,3.1,0.0777,0.0215,1.00968
44579,3.13,0.02192,3.2,0.0177,0.0215,0.97813
44579,3.13,0.02192,3.3,0.0031,0.0215,0.94848
44579,3.13,0.02192,3.4,0.0013,0.0215,0.92059
44579,3.13,0.02192,3.5,0.0008,0.0215,0.89429
44579,3.13,0.02192,3.6,0.0003,0.0215,0.86944
44579,3.13,0.17534,2.9,0.2994,0.0215,1.07931
44579,3.13,0.17534,2.95,0.2565,0.0215,1.06102
44579,3.13,0.17534,3,0.2155,0.0215,1.04333
44579,3.13,0.17534,3.1,0.1431,0.0215,1.00968
44579,3.13,0.17534,3.2,0.0879,0.0215,0.97813
44579,3.13,0.17534,3.3,0.0505,0.0215,0.94848
44579,3.13,0.17534,3.4,0.0287,0.0215,0.92059
44579,3.13,0.17534,3.5,0.0156,0.0215,0.89429
44579,3.13,0.17534,3.6,0.0093,0.0215,0.86944
44579,3.13,0.42466,2.9,0.3516,0.0215,1.07931
44579,3.13,0.42466,2.95,0.3149,0.0215,1.06102
44579,3.13,0.42466,3,0.2789,0.0215,1.04333
44579,3.13,0.42466,3.1,0.2135,0.0215,1.00968
44579,3.13,0.42466,3.2,0.1599,0.0215,0.97813
44579,3.13,0.42466,3.3,0.116,0.0215,0.94848
44579,3.13,0.42466,3.4,0.0842,0.0215,0.92059
44579,3.13,0.42466,3.5,0.0585,0.0215,0.89429
44579,3.13,0.42466,3.6,0.0404,0.0215,0.86944
44579,3.13,0.02192,3.7,0.0003,0.0215,0.84595
44579,3.13,0.17534,3.7,0.0053,0.0215,0.84595
44579,3.13,0.42466,3.7,0.0284,0.0215,0.84595
44579,3.13,0.02192,3.8,0.0003,0.0215,0.82368
44579,3.13,0.17534,3.8,0.0035,0.0215,0.82368
44579,3.13,0.42466,3.8,0.0201,0.0215,0.82368
44579,3.13,0.09863,2.9,0.2845,0.0215,1.07931
44579,3.13,0.09863,2.95,0.2381,0.0215,1.06102
44579,3.13,0.09863,3,0.1932,0.0215,1.04333
44579,3.13,0.09863,3.1,0.1131,0.0215,1.00968
44579,3.13,0.09863,3.2,0.0552,0.0215,0.97813
44579,3.13,0.09863,3.3,0.0234,0.0215,0.94848
44579,3.13,0.09863,3.4,0.0099,0.0215,0.92059
44579,3.13,0.09863,3.5,0.0046,0.0215,0.89429
44579,3.13,0.09863,3.6,0.0028,0.0215,0.86944
44579,3.13,0.09863,3.7,0.0019,0.0215,0.84595
44579,3.13,0.02192,2.85,0.3213,0.0215,1.09825
44579,3.13,0.09863,2.85,0.3322,0.0215,1.09825
44579,3.13,0.17534,2.85,0.3461,0.0215,1.09825
44579,3.13,0.42466,2.85,0.3943,0.0215,1.09825
44578,3.12,0.17808,2.863,0.3035,0.0219,1.08977
44578,3.12,0.17808,2.912,0.2603,0.0219,1.07143
44578,3.12,0.17808,2.962,0.22,0.0219,1.05334
44578,3.12,0.17808,3.061,0.1472,0.0219,1.01927
44578,3.12,0.17808,3.159,0.0924,0.0219,0.98765
44578,3.12,0.17808,3.258,0.0536,0.0219,0.95764
44578,3.12,0.17808,3.357,0.0301,0.0219,0.9294
44578,3.12,0.17808,3.455,0.0175,0.0219,0.90304
44578,3.12,0.17808,3.554,0.0105,0.0219,0.87788
44578,3.12,0.17808,3.653,0.0063,0.0219,0.85409
44578,3.12,0.17808,2.814,0.3485,0.0219,1.10874
44578,3.12,0.17808,3.752,0.0041,0.0219,0.83156
44578,3.12,0.4274,2.912,0.3167,0.0219,1.07143
44578,3.12,0.4274,2.962,0.2814,0.0219,1.05334
44578,3.12,0.4274,3.061,0.2181,0.0219,1.01927
44578,3.12,0.4274,3.159,0.1649,0.0219,0.98765
44578,3.12,0.4274,3.258,0.1225,0.0219,0.95764
44578,3.12,0.4274,3.357,0.0878,0.0219,0.9294
44578,3.12,0.4274,3.455,0.0618,0.0219,0.90304
44578,3.12,0.4274,3.554,0.0432,0.0219,0.87788
44578,3.12,0.4274,3.653,0.0302,0.0219,0.85409
44578,3.12,0.4274,2.863,0.3538,0.0219,1.08977
44578,3.12,0.02466,2.912,0.2234,0.0219,1.07143
44578,3.12,0.02466,2.962,0.1744,0.0219,1.05334
44578,3.12,0.02466,3.061,0.0849,0.0219,1.01927
44578,3.12,0.02466,3.159,0.023,0.0219,0.98765
44578,3.12,0.02466,3.258,0.0042,0.0219,0.95764
44578,3.12,0.02466,3.357,0.0014,0.0219,0.9294
44578,3.12,0.02466,3.455,0.0008,0.0219,0.90304
44578,3.12,0.02466,3.554,0.0005,0.0219,0.87788
44578,3.12,0.02466,3.653,0.0003,0.0219,0.85409
44578,3.12,0.02466,2.9,0.2342,0.0219,1.07586
44578,3.12,0.02466,2.95,0.1868,0.0219,1.05763
44578,3.12,0.02466,3,0.1405,0.0219,1.04
44578,3.12,0.02466,3.1,0.0551,0.0219,1.00645
44578,3.12,0.02466,3.2,0.012,0.0219,0.975
44578,3.12,0.02466,3.3,0.0027,0.0219,0.94545
44578,3.12,0.02466,3.4,0.0014,0.0219,0.91765
44578,3.12,0.02466,3.5,0.0007,0.0219,0.89143
44578,3.12,0.02466,3.6,0.0004,0.0219,0.86667
44578,3.12,0.17808,2.9,0.2713,0.0219,1.07586
44578,3.12,0.17808,2.95,0.2287,0.0219,1.05763
44578,3.12,0.17808,3,0.1895,0.0219,1.04
44578,3.12,0.17808,3.1,0.1235,0.0219,1.00645
44578,3.12,0.17808,3.2,0.0739,0.0219,0.975
44578,3.12,0.17808,3.3,0.0423,0.0219,0.94545
44578,3.12,0.17808,3.4,0.0241,0.0219,0.91765
44578,3.12,0.17808,3.5,0.0139,0.0219,0.89143
44578,3.12,0.17808,3.6,0.0085,0.0219,0.86667
44578,3.12,0.4274,2.9,0.3284,0.0219,1.07586
44578,3.12,0.4274,2.95,0.2893,0.0219,1.05763
44578,3.12,0.4274,3,0.2569,0.0219,1.04
44578,3.12,0.4274,3.1,0.196,0.0219,1.00645
44578,3.12,0.4274,3.2,0.143,0.0219,0.975
44578,3.12,0.4274,3.3,0.1046,0.0219,0.94545
44578,3.12,0.4274,3.4,0.0744,0.0219,0.91765
44578,3.12,0.4274,3.5,0.0529,0.0219,0.89143
44578,3.12,0.4274,3.6,0.0355,0.0219,0.86667
44578,3.12,0.02466,3.7,0.0003,0.0219,0.84324
44578,3.12,0.17808,3.7,0.005,0.0219,0.84324
44578,3.12,0.4274,3.7,0.0245,0.0219,0.84324
44578,3.12,0.02466,3.8,0.0003,0.0219,0.82105
44578,3.12,0.17808,3.8,0.0034,0.0219,0.82105
44578,3.12,0.4274,3.8,0.0178,0.0219,0.82105
44578,3.12,0.10137,2.9,0.2529,0.0219,1.07586
44578,3.12,0.10137,2.95,0.2087,0.0219,1.05763
44578,3.12,0.10137,3,0.1653,0.0219,1.04
44578,3.12,0.10137,3.1,0.092,0.0219,1.00645
44578,3.12,0.10137,3.2,0.0424,0.0219,0.975
44578,3.12,0.10137,3.3,0.018,0.0219,0.94545
44578,3.12,0.10137,3.4,0.0084,0.0219,0.91765
44578,3.12,0.10137,3.5,0.0046,0.0219,0.89143
44578,3.12,0.10137,3.6,0.0033,0.0219,0.86667
44578,3.12,0.10137,3.7,0.0022,0.0219,0.84324
44578,3.12,0.02466,2.85,0.2862,0.0219,1.09474
44578,3.12,0.10137,2.85,0.3012,0.0219,1.09474
44578,3.12,0.17808,2.85,0.3143,0.0219,1.09474
44578,3.12,0.4274,2.85,0.3646,0.0219,1.09474
44575,3.17,0.1863,2.863,0.301,0.0219,1.10723
44575,3.17,0.1863,2.912,0.2591,0.0219,1.0886
44575,3.17,0.1863,2.962,0.2219,0.0219,1.07022
44575,3.17,0.1863,3.061,0.1501,0.0219,1.03561
44575,3.17,0.1863,3.159,0.0961,0.0219,1.00348
44575,3.17,0.1863,3.258,0.0579,0.0219,0.97299
44575,3.17,0.1863,3.357,0.0335,0.0219,0.9443
44575,3.17,0.1863,3.455,0.0199,0.0219,0.91751
44575,3.17,0.1863,3.554,0.0118,0.0219,0.89195
44575,3.17,0.1863,3.653,0.0073,0.0219,0.86778
44575,3.17,0.1863,2.814,0.3462,0.0219,1.12651
44575,3.17,0.1863,3.752,0.0043,0.0219,0.84488
44575,3.17,0.43562,2.912,0.3165,0.0219,1.0886
44575,3.17,0.43562,2.962,0.2819,0.0219,1.07022
44575,3.17,0.43562,3.061,0.219,0.0219,1.03561
44575,3.17,0.43562,3.159,0.1672,0.0219,1.00348
44575,3.17,0.43562,3.258,0.1237,0.0219,0.97299
44575,3.17,0.43562,3.357,0.0885,0.0219,0.9443
44575,3.17,0.43562,3.455,0.0639,0.0219,0.91751
44575,3.17,0.43562,3.554,0.0448,0.0219,0.89195
44575,3.17,0.43562,3.653,0.0313,0.0219,0.86778
44575,3.17,0.43562,2.863,0.352,0.0219,1.10723
44575,3.17,0.03288,2.912,0.2145,0.0219,1.0886
44575,3.17,0.03288,2.962,0.1682,0.0219,1.07022
44575,3.17,0.03288,3.061,0.0806,0.0219,1.03561
44575,3.17,0.03288,3.159,0.0263,0.0219,1.00348
44575,3.17,0.03288,3.258,0.0059,0.0219,0.97299
44575,3.17,0.03288,3.357,0.0024,0.0219,0.9443
44575,3.17,0.03288,3.455,0.0011,0.0219,0.91751
44575,3.17,0.03288,3.554,0.0007,0.0219,0.89195
44575,3.17,0.03288,3.653,0.0003,0.0219,0.86778
44575,3.17,0.03288,2.9,0.2256,0.0219,1.0931
44575,3.17,0.03288,2.95,0.1802,0.0219,1.07458
44575,3.17,0.03288,3,0.1326,0.0219,1.05667
44575,3.17,0.03288,3.1,0.0542,0.0219,1.02258
44575,3.17,0.03288,3.2,0.0142,0.0219,0.99063
44575,3.17,0.03288,3.3,0.0041,0.0219,0.96061
44575,3.17,0.03288,3.4,0.0021,0.0219,0.93235
44575,3.17,0.03288,3.5,0.0011,0.0219,0.90571
44575,3.17,0.03288,3.6,0.0007,0.0219,0.88056
44575,3.17,0.1863,2.9,0.27,0.0219,1.0931
44575,3.17,0.1863,2.95,0.2293,0.0219,1.07458
44575,3.17,0.1863,3,0.192,0.0219,1.05667
44575,3.17,0.1863,3.1,0.1275,0.0219,1.02258
44575,3.17,0.1863,3.2,0.078,0.0219,0.99063
44575,3.17,0.1863,3.3,0.0456,0.0219,0.96061
44575,3.17,0.1863,3.4,0.0262,0.0219,0.93235
44575,3.17,0.1863,3.5,0.0154,0.0219,0.90571
44575,3.17,0.1863,3.6,0.0094,0.0219,0.88056
44575,3.17,0.43562,2.9,0.326,0.0219,1.0931
44575,3.17,0.43562,2.95,0.2898,0.0219,1.07458
44575,3.17,0.43562,3,0.2562,0.0219,1.05667
44575,3.17,0.43562,3.1,0.196,0.0219,1.02258
44575,3.17,0.43562,3.2,0.1459,0.0219,0.99063
44575,3.17,0.43562,3.3,0.1063,0.0219,0.96061
44575,3.17,0.43562,3.4,0.0758,0.0219,0.93235
44575,3.17,0.43562,3.5,0.0539,0.0219,0.90571
44575,3.17,0.43562,3.6,0.0376,0.0219,0.88056
44575,3.17,0.03288,3.7,0.0003,0.0219,0.85676
44575,3.17,0.1863,3.7,0.0056,0.0219,0.85676
44575,3.17,0.43562,3.7,0.0255,0.0219,0.85676
44575,3.17,0.03288,3.8,0.0003,0.0219,0.83421
44575,3.17,0.1863,3.8,0.0037,0.0219,0.83421
44575,3.17,0.43562,3.8,0.0183,0.0219,0.83421
44575,3.17,0.10959,2.9,0.2537,0.0219,1.0931
44575,3.17,0.10959,2.95,0.2053,0.0219,1.07458
44575,3.17,0.10959,3,0.1639,0.0219,1.05667
44575,3.17,0.10959,3.1,0.092,0.0219,1.02258
44575,3.17,0.10959,3.2,0.0458,0.0219,0.99063
44575,3.17,0.10959,3.3,0.0208,0.0219,0.96061
44575,3.17,0.10959,3.4,0.0099,0.0219,0.93235
44575,3.17,0.10959,3.5,0.0054,0.0219,0.90571
44575,3.17,0.10959,3.6,0.0037,0.0219,0.88056
44575,3.17,0.10959,3.7,0.0028,0.0219,0.85676
44574,3.22,0.18904,2.863,0.3472,0.022,1.12469
44574,3.22,0.18904,2.912,0.3008,0.022,1.10577
44574,3.22,0.18904,2.962,0.26,0.022,1.0871
44574,3.22,0.18904,3.061,0.1811,0.022,1.05194
44574,3.22,0.18904,3.159,0.1221,0.022,1.01931
44574,3.22,0.18904,3.258,0.0764,0.022,0.98834
44574,3.22,0.18904,3.357,0.0459,0.022,0.95919
44574,3.22,0.18904,3.455,0.0275,0.022,0.93198
44574,3.22,0.18904,3.554,0.0161,0.022,0.90602
44574,3.22,0.18904,3.653,0.0098,0.022,0.88147
44574,3.22,0.18904,2.814,0.3918,0.022,1.14428
44574,3.22,0.18904,3.752,0.0059,0.022,0.85821
44574,3.22,0.43836,2.912,0.3582,0.022,1.10577
44574,3.22,0.43836,2.962,0.3195,0.022,1.0871
44574,3.22,0.43836,3.061,0.2485,0.022,1.05194
44574,3.22,0.43836,3.159,0.1933,0.022,1.01931
44574,3.22,0.43836,3.258,0.1446,0.022,0.98834
44574,3.22,0.43836,3.357,0.1075,0.022,0.95919
44574,3.22,0.43836,3.455,0.0764,0.022,0.93198
44574,3.22,0.43836,3.554,0.0545,0.022,0.90602
44574,3.22,0.43836,3.653,0.0404,0.022,0.88147
44574,3.22,0.43836,2.863,0.3937,0.022,1.12469
44574,3.22,0.03562,2.912,0.2628,0.022,1.10577
44574,3.22,0.03562,2.962,0.2143,0.022,1.0871
44574,3.22,0.03562,3.061,0.1219,0.022,1.05194
44574,3.22,0.03562,3.159,0.0496,0.022,1.01931
44574,3.22,0.03562,3.258,0.0132,0.022,0.98834
44574,3.22,0.03562,3.357,0.0035,0.022,0.95919
44574,3.22,0.03562,3.455,0.0016,0.022,0.93198
44574,3.22,0.03562,3.554,0.0009,0.022,0.90602
44574,3.22,0.03562,3.653,0.0002,0.022,0.88147
44574,3.22,0.03562,2.9,0.273,0.022,1.11034
44574,3.22,0.03562,2.95,0.2211,0.022,1.09153
44574,3.22,0.03562,3,0.176,0.022,1.07333
44574,3.22,0.03562,3.1,0.0892,0.022,1.03871
44574,3.22,0.03562,3.2,0.0306,0.022,1.00625
44574,3.22,0.03562,3.3,0.0076,0.022,0.97576
44574,3.22,0.03562,3.4,0.0027,0.022,0.94706
44574,3.22,0.03562,3.5,0.0014,0.022,0.92
44574,3.22,0.03562,3.6,0.0008,0.022,0.89444
44574,3.22,0.18904,2.9,0.3105,0.022,1.11034
44574,3.22,0.18904,2.95,0.2672,0.022,1.09153
44574,3.22,0.18904,3,0.2281,0.022,1.07333
44574,3.22,0.18904,3.1,0.1572,0.022,1.03871
44574,3.22,0.18904,3.2,0.1009,0.022,1.00625
44574,3.22,0.18904,3.3,0.0608,0.022,0.97576
44574,3.22,0.18904,3.4,0.0365,0.022,0.94706
44574,3.22,0.18904,3.5,0.021,0.022,0.92
44574,3.22,0.18904,3.6,0.0128,0.022,0.89444
44574,3.22,0.43836,2.9,0.3645,0.022,1.11034
44574,3.22,0.43836,2.95,0.3263,0.022,1.09153
44574,3.22,0.43836,3,0.2914,0.022,1.07333
44574,3.22,0.43836,3.1,0.226,0.022,1.03871
44574,3.22,0.43836,3.2,0.1714,0.022,1.00625
44574,3.22,0.43836,3.3,0.1266,0.022,0.97576
44574,3.22,0.43836,3.4,0.092,0.022,0.94706
44574,3.22,0.43836,3.5,0.0659,0.022,0.92
44574,3.22,0.43836,3.6,0.0466,0.022,0.89444
44574,3.22,0.03562,3.7,0.0002,0.022,0.87027
44574,3.22,0.18904,3.7,0.0076,0.022,0.87027
44574,3.22,0.43836,3.7,0.032,0.022,0.87027
44574,3.22,0.03562,3.8,0.0002,0.022,0.84737
44574,3.22,0.18904,3.8,0.0047,0.022,0.84737
44574,3.22,0.43836,3.8,0.0228,0.022,0.84737
44574,3.22,0.11233,2.9,0.2925,0.022,1.11034
44574,3.22,0.11233,2.95,0.2473,0.022,1.09153
44574,3.22,0.11233,3,0.2025,0.022,1.07333
44574,3.22,0.11233,3.1,0.124,0.022,1.03871
44574,3.22,0.11233,3.2,0.0665,0.022,1.00625
44574,3.22,0.11233,3.3,0.0316,0.022,0.97576
44574,3.22,0.11233,3.4,0.0143,0.022,0.94706
44574,3.22,0.11233,3.5,0.0065,0.022,0.92
44574,3.22,0.11233,3.6,0.0034,0.022,0.89444
44574,3.22,0.11233,3.7,0.0024,0.022,0.87027
44573,3.2,0.19178,2.863,0.3948,0.0219,1.11771
44573,3.2,0.19178,2.912,0.3491,0.0219,1.0989
44573,3.2,0.19178,2.962,0.3051,0.0219,1.08035
44573,3.2,0.19178,3.061,0.2215,0.0219,1.04541
44573,3.2,0.19178,3.159,0.1527,0.0219,1.01298
44573,3.2,0.19178,3.258,0.0986,0.0219,0.9822
44573,3.2,0.19178,3.357,0.06,0.0219,0.95323
44573,3.2,0.19178,3.455,0.0346,0.0219,0.92619
44573,3.2,0.19178,3.554,0.022,0.0219,0.90039
44573,3.2,0.19178,3.653,0.0131,0.0219,0.87599
44573,3.2,0.19178,2.814,0.4411,0.0219,1.13717
44573,3.2,0.19178,3.752,0.0079,0.0219,0.85288
44573,3.2,0.4411,2.912,0.3943,0.0219,1.0989
44573,3.2,0.4411,2.962,0.3536,0.0219,1.08035
44573,3.2,0.4411,3.061,0.2832,0.0219,1.04541
44573,3.2,0.4411,3.159,0.2219,0.0219,1.01298
44573,3.2,0.4411,3.258,0.1678,0.0219,0.9822
44573,3.2,0.4411,3.357,0.1237,0.0219,0.95323
44573,3.2,0.4411,3.455,0.0905,0.0219,0.92619
44573,3.2,0.4411,3.554,0.0635,0.0219,0.90039
44573,3.2,0.4411,3.653,0.0453,0.0219,0.87599
44573,3.2,0.4411,2.863,0.4351,0.0219,1.11771
44573,3.2,0.03836,2.912,0.3169,0.0219,1.0989
44573,3.2,0.03836,2.962,0.27,0.0219,1.08035
44573,3.2,0.03836,3.061,0.1741,0.0219,1.04541
44573,3.2,0.03836,3.159,0.0869,0.0219,1.01298
44573,3.2,0.03836,3.258,0.029,0.0219,0.9822
44573,3.2,0.03836,3.357,0.0072,0.0219,0.95323
44573,3.2,0.03836,3.455,0.0026,0.0219,0.92619
44573,3.2,0.03836,3.554,0.001,0.0219,0.90039
44573,3.2,0.03836,3.653,0.0004,0.0219,0.87599
44573,3.2,0.03836,2.9,0.3306,0.0219,1.10345
44573,3.2,0.03836,2.95,0.2808,0.0219,1.08475
44573,3.2,0.03836,3,0.234,0.0219,1.06667
44573,3.2,0.03836,3.1,0.1372,0.0219,1.03226
44573,3.2,0.03836,3.2,0.0574,0.0219,1
44573,3.2,0.03836,3.3,0.0173,0.0219,0.9697
44573,3.2,0.03836,3.4,0.0049,0.0219,0.94118
44573,3.2,0.03836,3.5,0.0017,0.0219,0.91429
44573,3.2,0.03836,3.6,0.0007,0.0219,0.88889
44573,3.2,0.19178,2.9,0.36,0.0219,1.10345
44573,3.2,0.19178,2.95,0.3155,0.0219,1.08475
44573,3.2,0.19178,3,0.2711,0.0219,1.06667
44573,3.2,0.19178,3.1,0.1925,0.0219,1.03226
44573,3.2,0.19178,3.2,0.1285,0.0219,1
44573,3.2,0.19178,3.3,0.08,0.0219,0.9697
44573,3.2,0.19178,3.4,0.0478,0.0219,0.94118
44573,3.2,0.19178,3.5,0.0285,0.0219,0.91429
44573,3.2,0.19178,3.6,0.0172,0.0219,0.88889
44573,3.2,0.4411,2.9,0.4053,0.0219,1.10345
44573,3.2,0.4411,2.95,0.3642,0.0219,1.08475
44573,3.2,0.4411,3,0.3277,0.0219,1.06667
44573,3.2,0.4411,3.1,0.2575,0.0219,1.03226
44573,3.2,0.4411,3.2,0.1975,0.0219,1
44573,3.2,0.4411,3.3,0.1471,0.0219,0.9697
44573,3.2,0.4411,3.4,0.1081,0.0219,0.94118
44573,3.2,0.4411,3.5,0.0775,0.0219,0.91429
44573,3.2,0.4411,3.6,0.054,0.0219,0.88889
44573,3.2,0.03836,3.7,0.0003,0.0219,0.86486
